1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10
1.00E-10,1.00E-10